ENSPTRG00000000009|ENSPTRT00000000016|ENSPTRP00000000012
ENSEEUG00000005289|ENSEEUT00000005300|ENSEEUP00000004824
ENSEEUG00000005338|ENSEEUT00000005321|ENSEEUP00000004843
ENSEEUG00000005358|ENSEEUT00000005327|ENSEEUP00000004849
ENSEEUG00000005375|ENSEEUT00000005344|ENSEEUP00000004863
ENSEEUG00000005376|ENSEEUT00000005345|ENSEEUP00000004864
ENSEEUG00000005393|ENSEEUT00000005368|ENSEEUP00000004886
ENSEEUG00000005315|ENSEEUT00000005421|ENSEEUP00000004933
ENSEEUG00000005432|ENSEEUT00000005430|ENSEEUP00000004942
ENSEEUG00000005482|ENSEEUT00000005447|ENSEEUP00000004957
ENSEEUG00000005515|ENSEEUT00000005495|ENSEEUP00000005004
ENSEEUG00000005475|ENSEEUT00000005502|ENSEEUP00000005010
ENSEEUG00000005544|ENSEEUT00000005512|ENSEEUP00000005020
ENSEEUG00000005534|ENSEEUT00000005514|ENSEEUP00000005022
ENSEEUG00000005610|ENSEEUT00000005573|ENSEEUP00000005076
ENSEEUG00000005597|ENSEEUT00000005594|ENSEEUP00000005093
ENSEEUG00000005615|ENSEEUT00000005596|ENSEEUP00000005095
ENSEEUG00000005654|ENSEEUT00000005632|ENSEEUP00000005129
ENSEEUG00000005602|ENSEEUT00000005655|ENSEEUP00000005149
ENSEEUG00000005583|ENSEEUT00000005664|ENSEEUP00000005157
ENSEEUG00000005679|ENSEEUT00000005669|ENSEEUP00000005161
ENSEEUG00000005706|ENSEEUT00000005670|ENSEEUP00000005162
ENSEEUG00000005655|ENSEEUT00000005707|ENSEEUP00000005198
ENSEEUG00000005663|ENSEEUT00000005710|ENSEEUP00000005201
ENSEEUG00000005720|ENSEEUT00000005732|ENSEEUP00000005222
ENSEEUG00000005781|ENSEEUT00000005750|ENSEEUP00000005239
ENSEEUG00000005780|ENSEEUT00000005757|ENSEEUP00000005246
ENSEEUG00000005802|ENSEEUT00000005773|ENSEEUP00000005261
ENSEEUG00000005778|ENSEEUT00000005796|ENSEEUP00000005284
ENSEEUG00000005759|ENSEEUT00000005833|ENSEEUP00000005319
ENSEEUG00000005869|ENSEEUT00000005834|ENSEEUP00000005320
ENSEEUG00000005850|ENSEEUT00000005854|ENSEEUP00000005335
ENSEEUG00000005873|ENSEEUT00000005886|ENSEEUP00000005363
ENSEEUG00000005928|ENSEEUT00000005893|ENSEEUP00000005370
ENSEEUG00000005946|ENSEEUT00000005906|ENSEEUP00000005383
ENSEEUG00000005977|ENSEEUT00000005941|ENSEEUP00000005417
ENSEEUG00000005976|ENSEEUT00000005957|ENSEEUP00000005433
ENSEEUG00000005919|ENSEEUT00000005958|ENSEEUP00000005434
ENSEEUG00000005940|ENSEEUT00000005980|ENSEEUP00000005455
ENSEEUG00000006017|ENSEEUT00000005982|ENSEEUP00000005457
ENSEEUG00000006035|ENSEEUT00000005993|ENSEEUP00000005466
ENSEEUG00000005975|ENSEEUT00000005998|ENSEEUP00000005470
ENSEEUG00000006043|ENSEEUT00000006002|ENSEEUP00000005473
ENSEEUG00000006112|ENSEEUT00000006070|ENSEEUP00000005539
ENSEEUG00000006075|ENSEEUT00000006092|ENSEEUP00000005559
ENSEEUG00000006145|ENSEEUT00000006112|ENSEEUP00000005578
ENSEEUG00000005891|ENSEEUT00000006117|ENSEEUP00000005583
ENSEEUG00000006161|ENSEEUT00000006194|ENSEEUP00000005654
ENSEEUG00000006066|ENSEEUT00000006247|ENSEEUP00000005703
ENSEEUG00000006301|ENSEEUT00000006260|ENSEEUP00000005714
ENSEEUG00000006321|ENSEEUT00000006281|ENSEEUP00000005734
ENSEEUG00000006129|ENSEEUT00000006288|ENSEEUP00000005740
ENSEEUG00000006319|ENSEEUT00000006290|ENSEEUP00000005742
ENSEEUG00000006306|ENSEEUT00000006296|ENSEEUP00000005748
ENSEEUG00000006330|ENSEEUT00000006322|ENSEEUP00000005770
ENSEEUG00000006370|ENSEEUT00000006336|ENSEEUP00000005783
ENSEEUG00000006371|ENSEEUT00000006339|ENSEEUP00000005786
ENSEEUG00000006382|ENSEEUT00000006340|ENSEEUP00000005787
ENSEEUG00000006259|ENSEEUT00000006341|ENSEEUP00000005788
ENSEEUG00000006339|ENSEEUT00000006342|ENSEEUP00000005789
ENSEEUG00000006360|ENSEEUT00000006376|ENSEEUP00000005822
ENSEEUG00000006359|ENSEEUT00000006383|ENSEEUP00000005827
ENSEEUG00000006366|ENSEEUT00000006385|ENSEEUP00000005829
ENSEEUG00000006434|ENSEEUT00000006405|ENSEEUP00000005847
ENSEEUG00000006403|ENSEEUT00000006408|ENSEEUP00000005849
ENSEEUG00000006427|ENSEEUT00000006411|ENSEEUP00000005852
ENSEEUG00000006462|ENSEEUT00000006428|ENSEEUP00000005869
ENSEEUG00000006463|ENSEEUT00000006431|ENSEEUP00000005872
ENSEEUG00000006523|ENSEEUT00000006482|ENSEEUP00000005919
ENSEEUG00000006486|ENSEEUT00000006498|ENSEEUP00000005933
ENSEEUG00000006357|ENSEEUT00000006521|ENSEEUP00000005954
ENSEEUG00000006541|ENSEEUT00000006533|ENSEEUP00000005965
ENSEEUG00000006613|ENSEEUT00000006599|ENSEEUP00000006025
ENSEEUG00000006656|ENSEEUT00000006616|ENSEEUP00000006041
ENSEEUG00000006659|ENSEEUT00000006676|ENSEEUP00000006099
ENSEEUG00000006682|ENSEEUT00000006679|ENSEEUP00000006102
ENSEEUG00000006673|ENSEEUT00000006685|ENSEEUP00000006106
ENSEEUG00000006731|ENSEEUT00000006692|ENSEEUP00000006111
ENSEEUG00000006658|ENSEEUT00000006722|ENSEEUP00000006139
ENSEEUG00000006808|ENSEEUT00000006767|ENSEEUP00000006184
ENSEEUG00000006778|ENSEEUT00000006772|ENSEEUP00000006189
ENSEEUG00000006744|ENSEEUT00000006776|ENSEEUP00000006193
ENSEEUG00000006848|ENSEEUT00000006858|ENSEEUP00000006260
ENSEEUG00000006898|ENSEEUT00000006859|ENSEEUP00000006261
ENSEEUG00000006958|ENSEEUT00000006918|ENSEEUP00000006308
ENSEEUG00000006968|ENSEEUT00000006927|ENSEEUP00000006317
ENSEEUG00000007000|ENSEEUT00000006958|ENSEEUP00000006347
ENSEEUG00000006969|ENSEEUT00000006970|ENSEEUP00000006358
ENSEEUG00000007034|ENSEEUT00000007022|ENSEEUP00000006410
ENSEEUG00000006944|ENSEEUT00000007035|ENSEEUP00000006422
ENSEEUG00000007082|ENSEEUT00000007038|ENSEEUP00000006424
ENSEEUG00000007007|ENSEEUT00000007040|ENSEEUP00000006426
ENSEEUG00000006982|ENSEEUT00000007049|ENSEEUP00000006435
ENSEEUG00000007070|ENSEEUT00000007066|ENSEEUP00000006452
ENSEEUG00000007107|ENSEEUT00000007067|ENSEEUP00000006453
ENSEEUG00000007109|ENSEEUT00000007069|ENSEEUP00000006455
ENSEEUG00000007088|ENSEEUT00000007071|ENSEEUP00000006457
ENSEEUG00000007137|ENSEEUT00000007098|ENSEEUP00000006482
ENSEEUG00000007147|ENSEEUT00000007105|ENSEEUP00000006486
ENSEEUG00000007155|ENSEEUT00000007138|ENSEEUP00000006515
ENSEEUG00000007166|ENSEEUT00000007154|ENSEEUP00000006530
ENSEEUG00000007151|ENSEEUT00000007156|ENSEEUP00000006532
ENSEEUG00000007157|ENSEEUT00000007163|ENSEEUP00000006538
ENSEEUG00000007210|ENSEEUT00000007169|ENSEEUP00000006544
ENSEEUG00000007213|ENSEEUT00000007202|ENSEEUP00000006573
ENSEEUG00000007243|ENSEEUT00000007203|ENSEEUP00000006574
ENSEEUG00000007236|ENSEEUT00000007238|ENSEEUP00000006605
ENSEEUG00000007145|ENSEEUT00000007243|ENSEEUP00000006610
ENSEEUG00000007301|ENSEEUT00000007260|ENSEEUP00000006624
ENSEEUG00000007321|ENSEEUT00000007323|ENSEEUP00000006682
ENSEEUG00000007330|ENSEEUT00000007357|ENSEEUP00000006713
ENSEEUG00000007394|ENSEEUT00000007360|ENSEEUP00000006716
ENSEEUG00000007378|ENSEEUT00000007361|ENSEEUP00000006717
ENSEEUG00000007324|ENSEEUT00000007367|ENSEEUP00000006722
ENSEEUG00000007405|ENSEEUT00000007369|ENSEEUP00000006723
ENSEEUG00000007464|ENSEEUT00000007425|ENSEEUP00000006772
ENSEEUG00000007422|ENSEEUT00000007435|ENSEEUP00000006782
ENSEEUG00000007467|ENSEEUT00000007455|ENSEEUP00000006797
ENSEEUG00000007521|ENSEEUT00000007487|ENSEEUP00000006828
ENSEEUG00000007511|ENSEEUT00000007502|ENSEEUP00000006840
ENSEEUG00000007524|ENSEEUT00000007519|ENSEEUP00000006854
ENSEEUG00000007533|ENSEEUT00000007538|ENSEEUP00000006868
ENSEEUG00000007220|ENSEEUT00000007568|ENSEEUP00000006896
ENSEEUG00000007502|ENSEEUT00000007579|ENSEEUP00000006906
ENSEEUG00000007631|ENSEEUT00000007590|ENSEEUP00000006917
ENSEEUG00000007633|ENSEEUT00000007592|ENSEEUP00000006918
ENSEEUG00000007557|ENSEEUT00000007617|ENSEEUP00000006939
ENSEEUG00000007643|ENSEEUT00000007633|ENSEEUP00000006953
ENSEEUG00000007689|ENSEEUT00000007647|ENSEEUP00000006967
ENSEEUG00000007658|ENSEEUT00000007666|ENSEEUP00000006984
ENSEEUG00000007724|ENSEEUT00000007686|ENSEEUP00000007003
ENSEEUG00000007722|ENSEEUT00000007688|ENSEEUP00000007005
ENSEEUG00000007716|ENSEEUT00000007712|ENSEEUP00000007027
ENSEEUG00000007694|ENSEEUT00000007713|ENSEEUP00000007028
ENSEEUG00000007733|ENSEEUT00000007714|ENSEEUP00000007029
ENSEEUG00000007753|ENSEEUT00000007718|ENSEEUP00000007032
ENSEEUG00000007793|ENSEEUT00000007757|ENSEEUP00000007066
ENSEEUG00000007744|ENSEEUT00000007782|ENSEEUP00000007088
ENSEEUG00000007821|ENSEEUT00000007784|ENSEEUP00000007090
ENSEEUG00000007729|ENSEEUT00000007785|ENSEEUP00000007091
ENSEEUG00000007593|ENSEEUT00000007812|ENSEEUP00000007116
ENSEEUG00000007824|ENSEEUT00000007824|ENSEEUP00000007128
ENSEEUG00000007903|ENSEEUT00000007862|ENSEEUP00000007161
ENSEEUG00000007916|ENSEEUT00000007878|ENSEEUP00000007176
ENSEEUG00000008017|ENSEEUT00000007984|ENSEEUP00000007274
ENSEEUG00000008032|ENSEEUT00000007992|ENSEEUP00000007280
ENSEEUG00000008028|ENSEEUT00000007999|ENSEEUP00000007286
ENSEEUG00000008006|ENSEEUT00000008025|ENSEEUP00000007308
ENSEEUG00000008235|ENSEEUT00000008199|ENSEEUP00000007471
ENSEEUG00000008160|ENSEEUT00000008219|ENSEEUP00000007490
ENSEEUG00000008191|ENSEEUT00000008229|ENSEEUP00000007499
ENSEEUG00000008250|ENSEEUT00000008247|ENSEEUP00000007516
ENSEEUG00000008261|ENSEEUT00000008265|ENSEEUP00000007532
ENSEEUG00000008215|ENSEEUT00000008268|ENSEEUP00000007535
ENSEEUG00000008220|ENSEEUT00000008282|ENSEEUP00000007545
ENSEEUG00000008312|ENSEEUT00000008288|ENSEEUP00000007551
ENSEEUG00000008285|ENSEEUT00000008301|ENSEEUP00000007562
ENSEEUG00000008289|ENSEEUT00000008319|ENSEEUP00000007579
ENSEEUG00000008340|ENSEEUT00000008332|ENSEEUP00000007591
ENSEEUG00000008339|ENSEEUT00000008345|ENSEEUP00000007603
ENSEEUG00000008336|ENSEEUT00000008347|ENSEEUP00000007604
ENSEEUG00000008351|ENSEEUT00000008356|ENSEEUP00000007609
ENSEEUG00000008448|ENSEEUT00000008410|ENSEEUP00000007659
ENSEEUG00000008387|ENSEEUT00000008419|ENSEEUP00000007667
ENSEEUG00000008385|ENSEEUT00000008436|ENSEEUP00000007684
ENSEEUG00000008406|ENSEEUT00000008476|ENSEEUP00000007721
ENSEEUG00000008493|ENSEEUT00000008506|ENSEEUP00000007750
ENSEEUG00000008540|ENSEEUT00000008536|ENSEEUP00000007777
ENSEEUG00000008588|ENSEEUT00000008562|ENSEEUP00000007800
ENSEEUG00000008661|ENSEEUT00000008627|ENSEEUP00000007856
ENSEEUG00000008566|ENSEEUT00000008628|ENSEEUP00000007857
ENSEEUG00000008615|ENSEEUT00000008629|ENSEEUP00000007858
ENSEEUG00000008673|ENSEEUT00000008672|ENSEEUP00000007898
ENSEEUG00000008681|ENSEEUT00000008683|ENSEEUP00000007908
ENSEEUG00000008675|ENSEEUT00000008693|ENSEEUP00000007916
ENSEEUG00000008702|ENSEEUT00000008698|ENSEEUP00000007921
ENSEEUG00000008704|ENSEEUT00000008716|ENSEEUP00000007938
ENSEEUG00000008773|ENSEEUT00000008736|ENSEEUP00000007955
ENSEEUG00000008836|ENSEEUT00000008802|ENSEEUP00000008017
ENSEEUG00000008792|ENSEEUT00000008814|ENSEEUP00000008027
ENSEEUG00000008678|ENSEEUT00000008851|ENSEEUP00000008062
ENSEEUG00000008867|ENSEEUT00000008858|ENSEEUP00000008069
ENSEEUG00000008879|ENSEEUT00000008860|ENSEEUP00000008071
ENSEEUG00000008853|ENSEEUT00000008868|ENSEEUP00000008079
ENSEEUG00000008914|ENSEEUT00000008887|ENSEEUP00000008097
ENSEEUG00000008923|ENSEEUT00000008888|ENSEEUP00000008098
ENSEEUG00000008885|ENSEEUT00000008909|ENSEEUP00000008119
ENSEEUG00000008978|ENSEEUT00000008958|ENSEEUP00000008162
ENSEEUG00000008911|ENSEEUT00000008967|ENSEEUP00000008171
ENSEEUG00000008980|ENSEEUT00000008977|ENSEEUP00000008181
ENSEEUG00000008992|ENSEEUT00000008982|ENSEEUP00000008186
ENSEEUG00000008918|ENSEEUT00000008983|ENSEEUP00000008187
ENSEEUG00000008983|ENSEEUT00000009008|ENSEEUP00000008210
ENSEEUG00000009039|ENSEEUT00000009009|ENSEEUP00000008211
ENSEEUG00000009050|ENSEEUT00000009020|ENSEEUP00000008221
ENSEEUG00000009068|ENSEEUT00000009035|ENSEEUP00000008234
ENSEEUG00000009046|ENSEEUT00000009039|ENSEEUP00000008238
ENSEEUG00000009051|ENSEEUT00000009047|ENSEEUP00000008245
ENSEEUG00000009015|ENSEEUT00000009060|ENSEEUP00000008258
ENSEEUG00000009102|ENSEEUT00000009072|ENSEEUP00000008269
ENSEEUG00000009104|ENSEEUT00000009073|ENSEEUP00000008270
ENSEEUG00000009131|ENSEEUT00000009098|ENSEEUP00000008290
ENSEEUG00000009135|ENSEEUT00000009115|ENSEEUP00000008307
ENSEEUG00000009127|ENSEEUT00000009116|ENSEEUP00000008308
ENSEEUG00000009152|ENSEEUT00000009141|ENSEEUP00000008330
ENSEEUG00000009178|ENSEEUT00000009147|ENSEEUP00000008336
ENSEEUG00000009168|ENSEEUT00000009157|ENSEEUP00000008345
ENSEEUG00000009192|ENSEEUT00000009160|ENSEEUP00000008348
ENSEEUG00000009213|ENSEEUT00000009183|ENSEEUP00000008369
ENSEEUG00000009216|ENSEEUT00000009184|ENSEEUP00000008370
ENSEEUG00000009225|ENSEEUT00000009198|ENSEEUP00000008383
ENSEEUG00000009174|ENSEEUT00000009208|ENSEEUP00000008392
ENSEEUG00000009246|ENSEEUT00000009240|ENSEEUP00000008424
ENSEEUG00000009311|ENSEEUT00000009278|ENSEEUP00000008460
ENSEEUG00000009285|ENSEEUT00000009290|ENSEEUP00000008472
ENSEEUG00000009305|ENSEEUT00000009328|ENSEEUP00000008504
ENSEEUG00000009340|ENSEEUT00000009352|ENSEEUP00000008527
ENSEEUG00000009294|ENSEEUT00000009356|ENSEEUP00000008531
ENSEEUG00000009410|ENSEEUT00000009407|ENSEEUP00000008579
ENSEEUG00000009411|ENSEEUT00000009416|ENSEEUP00000008586
ENSEEUG00000009519|ENSEEUT00000009519|ENSEEUP00000008675
ENSEEUG00000009522|ENSEEUT00000009533|ENSEEUP00000008686
ENSEEUG00000009528|ENSEEUT00000009544|ENSEEUP00000008697
ENSEEUG00000009582|ENSEEUT00000009559|ENSEEUP00000008711
ENSEEUG00000009602|ENSEEUT00000009598|ENSEEUP00000008746
ENSEEUG00000009552|ENSEEUT00000009613|ENSEEUP00000008760
ENSEEUG00000009627|ENSEEUT00000009627|ENSEEUP00000008773
ENSEEUG00000009551|ENSEEUT00000009649|ENSEEUP00000008794
ENSEEUG00000009649|ENSEEUT00000009653|ENSEEUP00000008797
ENSEEUG00000009689|ENSEEUT00000009711|ENSEEUP00000008852
ENSEEUG00000009749|ENSEEUT00000009722|ENSEEUP00000008863
ENSEEUG00000009710|ENSEEUT00000009748|ENSEEUP00000008886
ENSEEUG00000009776|ENSEEUT00000009752|ENSEEUP00000008889
ENSEEUG00000009795|ENSEEUT00000009768|ENSEEUP00000008904
ENSEEUG00000009799|ENSEEUT00000009800|ENSEEUP00000008931
ENSEEUG00000009796|ENSEEUT00000009831|ENSEEUP00000008958
ENSEEUG00000009853|ENSEEUT00000009833|ENSEEUP00000008960
ENSEEUG00000009910|ENSEEUT00000009887|ENSEEUP00000009010
ENSEEUG00000009923|ENSEEUT00000009905|ENSEEUP00000009026
ENSEEUG00000009907|ENSEEUT00000009914|ENSEEUP00000009035
ENSEEUG00000009937|ENSEEUT00000009933|ENSEEUP00000009053
ENSEEUG00000009968|ENSEEUT00000009948|ENSEEUP00000009068
ENSEEUG00000009962|ENSEEUT00000009967|ENSEEUP00000009087
ENSEEUG00000009989|ENSEEUT00000010011|ENSEEUP00000009129
ENSEEUG00000009945|ENSEEUT00000010013|ENSEEUP00000009131
ENSEEUG00000009967|ENSEEUT00000010037|ENSEEUP00000009152
ENSEEUG00000009949|ENSEEUT00000010039|ENSEEUP00000009154
ENSEEUG00000010102|ENSEEUT00000010072|ENSEEUP00000009185
ENSEEUG00000010067|ENSEEUT00000010073|ENSEEUP00000009186
ENSEEUG00000010051|ENSEEUT00000010083|ENSEEUP00000009196
ENSEEUG00000010080|ENSEEUT00000010138|ENSEEUP00000009245
ENSEEUG00000010185|ENSEEUT00000010157|ENSEEUP00000009263
ENSEEUG00000010145|ENSEEUT00000010163|ENSEEUP00000009268
ENSEEUG00000010168|ENSEEUT00000010168|ENSEEUP00000009272
ENSEEUG00000010203|ENSEEUT00000010172|ENSEEUP00000009275
ENSEEUG00000010187|ENSEEUT00000010179|ENSEEUP00000009282
ENSEEUG00000010184|ENSEEUT00000010180|ENSEEUP00000009283
ENSEEUG00000010222|ENSEEUT00000010202|ENSEEUP00000009304
ENSEEUG00000010217|ENSEEUT00000010218|ENSEEUP00000009318
ENSEEUG00000010260|ENSEEUT00000010234|ENSEEUP00000009334
ENSEEUG00000010254|ENSEEUT00000010237|ENSEEUP00000009337
ENSEEUG00000010251|ENSEEUT00000010241|ENSEEUP00000009341
ENSEEUG00000010300|ENSEEUT00000010318|ENSEEUP00000009407
ENSEEUG00000010329|ENSEEUT00000010361|ENSEEUP00000009447
ENSEEUG00000010360|ENSEEUT00000010393|ENSEEUP00000009476
ENSEEUG00000010426|ENSEEUT00000010398|ENSEEUP00000009481
ENSEEUG00000010453|ENSEEUT00000010460|ENSEEUP00000009536
ENSEEUG00000010525|ENSEEUT00000010496|ENSEEUP00000009568
ENSEEUG00000010528|ENSEEUT00000010499|ENSEEUP00000009571
ENSEEUG00000010508|ENSEEUT00000010512|ENSEEUP00000009583
ENSEEUG00000010518|ENSEEUT00000010539|ENSEEUP00000009607
ENSEEUG00000010574|ENSEEUT00000010557|ENSEEUP00000009623
ENSEEUG00000010612|ENSEEUT00000010613|ENSEEUP00000009670
ENSEEUG00000010649|ENSEEUT00000010632|ENSEEUP00000009688
ENSEEUG00000010676|ENSEEUT00000010693|ENSEEUP00000009742
ENSEEUG00000010720|ENSEEUT00000010700|ENSEEUP00000009749
ENSEEUG00000010738|ENSEEUT00000010709|ENSEEUP00000009754
ENSEEUG00000010751|ENSEEUT00000010725|ENSEEUP00000009766
ENSEEUG00000010703|ENSEEUT00000010734|ENSEEUP00000009775
ENSEEUG00000010787|ENSEEUT00000010767|ENSEEUP00000009806
ENSEEUG00000010781|ENSEEUT00000010777|ENSEEUP00000009816
ENSEEUG00000010808|ENSEEUT00000010779|ENSEEUP00000009818
ENSEEUG00000010769|ENSEEUT00000010787|ENSEEUP00000009825
ENSEEUG00000010741|ENSEEUT00000010828|ENSEEUP00000009866
ENSEEUG00000010853|ENSEEUT00000010831|ENSEEUP00000009869
ENSEEUG00000010851|ENSEEUT00000010846|ENSEEUP00000009884
ENSEEUG00000010884|ENSEEUT00000010856|ENSEEUP00000009892
ENSEEUG00000010899|ENSEEUT00000010887|ENSEEUP00000009921
ENSEEUG00000010920|ENSEEUT00000010890|ENSEEUP00000009924
ENSEEUG00000010897|ENSEEUT00000010893|ENSEEUP00000009927
ENSEEUG00000010909|ENSEEUT00000010895|ENSEEUP00000009929
ENSEEUG00000010838|ENSEEUT00000010912|ENSEEUP00000009945
ENSEEUG00000010913|ENSEEUT00000010914|ENSEEUP00000009947
ENSEEUG00000010925|ENSEEUT00000010920|ENSEEUP00000009953
ENSEEUG00000010961|ENSEEUT00000010944|ENSEEUP00000009976
ENSEEUG00000010929|ENSEEUT00000010952|ENSEEUP00000009984
ENSEEUG00000010972|ENSEEUT00000010964|ENSEEUP00000009995
ENSEEUG00000010987|ENSEEUT00000010976|ENSEEUP00000010006
ENSEEUG00000011018|ENSEEUT00000010987|ENSEEUP00000010016
ENSEEUG00000011030|ENSEEUT00000010998|ENSEEUP00000010024
ENSEEUG00000011041|ENSEEUT00000011014|ENSEEUP00000010039
ENSEEUG00000010980|ENSEEUT00000011016|ENSEEUP00000010041
ENSEEUG00000011048|ENSEEUT00000011051|ENSEEUP00000010073
ENSEEUG00000011114|ENSEEUT00000011082|ENSEEUP00000010103
ENSEEUG00000011084|ENSEEUT00000011086|ENSEEUP00000010107
ENSEEUG00000011074|ENSEEUT00000011103|ENSEEUP00000010122
ENSEEUG00000011157|ENSEEUT00000011137|ENSEEUP00000010155
ENSEEUG00000011106|ENSEEUT00000011140|ENSEEUP00000010158
ENSEEUG00000011269|ENSEEUT00000011240|ENSEEUP00000010252
ENSEEUG00000011261|ENSEEUT00000011275|ENSEEUP00000010285
ENSEEUG00000011297|ENSEEUT00000011320|ENSEEUP00000010324
ENSEEUG00000011349|ENSEEUT00000011330|ENSEEUP00000010334
ENSEEUG00000011359|ENSEEUT00000011335|ENSEEUP00000010339
ENSEEUG00000011362|ENSEEUT00000011337|ENSEEUP00000010341
ENSEEUG00000011363|ENSEEUT00000011361|ENSEEUP00000010364
ENSEEUG00000011369|ENSEEUT00000011366|ENSEEUP00000010368
ENSEEUG00000011391|ENSEEUT00000011380|ENSEEUP00000010382
ENSEEUG00000011425|ENSEEUT00000011415|ENSEEUP00000010413
ENSEEUG00000011435|ENSEEUT00000011440|ENSEEUP00000010435
ENSEEUG00000011439|ENSEEUT00000011459|ENSEEUP00000010451
ENSEEUG00000011501|ENSEEUT00000011486|ENSEEUP00000010475
ENSEEUG00000011519|ENSEEUT00000011491|ENSEEUP00000010480
ENSEEUG00000011456|ENSEEUT00000011504|ENSEEUP00000010493
ENSEEUG00000011591|ENSEEUT00000011561|ENSEEUP00000010546
ENSEEUG00000011586|ENSEEUT00000011565|ENSEEUP00000010550
ENSEEUG00000011610|ENSEEUT00000011589|ENSEEUP00000010573
ENSEEUG00000011625|ENSEEUT00000011603|ENSEEUP00000010586
ENSEEUG00000011663|ENSEEUT00000011637|ENSEEUP00000010618
ENSEEUG00000011660|ENSEEUT00000011644|ENSEEUP00000010625
ENSEEUG00000011744|ENSEEUT00000011750|ENSEEUP00000010722
ENSEEUG00000011725|ENSEEUT00000011779|ENSEEUP00000010750
ENSEEUG00000011826|ENSEEUT00000011797|ENSEEUP00000010767
ENSEEUG00000011784|ENSEEUT00000011813|ENSEEUP00000010781
ENSEEUG00000011807|ENSEEUT00000011818|ENSEEUP00000010786
ENSEEUG00000011853|ENSEEUT00000011838|ENSEEUP00000010803
ENSEEUG00000011863|ENSEEUT00000011866|ENSEEUP00000010830
ENSEEUG00000011874|ENSEEUT00000011870|ENSEEUP00000010834
ENSEEUG00000011881|ENSEEUT00000011893|ENSEEUP00000010855
ENSEEUG00000011901|ENSEEUT00000011911|ENSEEUP00000010870
ENSEEUG00000011922|ENSEEUT00000011925|ENSEEUP00000010882
ENSEEUG00000011958|ENSEEUT00000011943|ENSEEUP00000010894
ENSEEUG00000011951|ENSEEUT00000011945|ENSEEUP00000010896
ENSEEUG00000011968|ENSEEUT00000011981|ENSEEUP00000010927
ENSEEUG00000012033|ENSEEUT00000012016|ENSEEUP00000010960
ENSEEUG00000011980|ENSEEUT00000012029|ENSEEUP00000010970
ENSEEUG00000011992|ENSEEUT00000012045|ENSEEUP00000010985
ENSEEUG00000012093|ENSEEUT00000012064|ENSEEUP00000011003
ENSEEUG00000012089|ENSEEUT00000012076|ENSEEUP00000011014
ENSEEUG00000012073|ENSEEUT00000012096|ENSEEUP00000011034
ENSEEUG00000012156|ENSEEUT00000012131|ENSEEUP00000011065
ENSEEUG00000012146|ENSEEUT00000012144|ENSEEUP00000011076
ENSEEUG00000012188|ENSEEUT00000012172|ENSEEUP00000011102
ENSEEUG00000012209|ENSEEUT00000012181|ENSEEUP00000011111
ENSEEUG00000012213|ENSEEUT00000012182|ENSEEUP00000011112
ENSEEUG00000012183|ENSEEUT00000012201|ENSEEUP00000011129
ENSEEUG00000012232|ENSEEUT00000012203|ENSEEUP00000011131
ENSEEUG00000012261|ENSEEUT00000012236|ENSEEUP00000011161
ENSEEUG00000012270|ENSEEUT00000012245|ENSEEUP00000011170
ENSEEUG00000012302|ENSEEUT00000012276|ENSEEUP00000011197
ENSEEUG00000012301|ENSEEUT00000012287|ENSEEUP00000011207
ENSEEUG00000012227|ENSEEUT00000012289|ENSEEUP00000011209
ENSEEUG00000012334|ENSEEUT00000012314|ENSEEUP00000011231
ENSEEUG00000012297|ENSEEUT00000012333|ENSEEUP00000011247
ENSEEUG00000012395|ENSEEUT00000012377|ENSEEUP00000011285
ENSEEUG00000012328|ENSEEUT00000012384|ENSEEUP00000011290
ENSEEUG00000012410|ENSEEUT00000012391|ENSEEUP00000011296
ENSEEUG00000012417|ENSEEUT00000012420|ENSEEUP00000011324
ENSEEUG00000012385|ENSEEUT00000012426|ENSEEUP00000011330
ENSEEUG00000012463|ENSEEUT00000012437|ENSEEUP00000011341
ENSEEUG00000012453|ENSEEUT00000012443|ENSEEUP00000011347
ENSEEUG00000012425|ENSEEUT00000012454|ENSEEUP00000011358
ENSEEUG00000012479|ENSEEUT00000012464|ENSEEUP00000011368
ENSEEUG00000012477|ENSEEUT00000012500|ENSEEUP00000011398
ENSEEUG00000012541|ENSEEUT00000012513|ENSEEUP00000011409
ENSEEUG00000012556|ENSEEUT00000012557|ENSEEUP00000011446
ENSEEUG00000012565|ENSEEUT00000012562|ENSEEUP00000011450
ENSEEUG00000012570|ENSEEUT00000012574|ENSEEUP00000011461
ENSEEUG00000012616|ENSEEUT00000012592|ENSEEUP00000011477
ENSEEUG00000012581|ENSEEUT00000012599|ENSEEUP00000011483
ENSEEUG00000012623|ENSEEUT00000012607|ENSEEUP00000011489
ENSEEUG00000012572|ENSEEUT00000012608|ENSEEUP00000011490
ENSEEUG00000012644|ENSEEUT00000012622|ENSEEUP00000011503
ENSEEUG00000012657|ENSEEUT00000012630|ENSEEUP00000011510
ENSEEUG00000012595|ENSEEUT00000012636|ENSEEUP00000011516
ENSEEUG00000012594|ENSEEUT00000012642|ENSEEUP00000011522
ENSEEUG00000012686|ENSEEUT00000012658|ENSEEUP00000011535
ENSEEUG00000012683|ENSEEUT00000012669|ENSEEUP00000011546
ENSEEUG00000012836|ENSEEUT00000012807|ENSEEUP00000011668
